,index,Country,Life_expectancy,Adult_mortality,Infant_mortality,Alcohol_consumption,HepB_immunization,Measles_cases,BMI,Under_5_deaths,Polio_immunization,Total_health_expenditure,Diphtheria_immunization,HIV_AIDS_deaths,GDP_per_capita,Population,Thinness_1_19_years,Thinness_5_9_years,Human_development_index,Schooling_years
10,10,Bahamas,74.2875,152.0625,0.0,9.9113927930622,83.54878762541806,0.0,23.903561444249668,0.0,95.0,6.657627060439561,95.75,0.11875000000000001,30000.0,400000.0,2.55,2.51875,0.7379375,12.425
11,11,Bahrain,75.725,65.375,0.0,2.095767793062201,98.125,6.6875,23.903561444249668,0.0,98.0,3.9401270604395604,98.0625,0.1,11191.247420625,1300000.0,6.10625,5.95,0.8079375,14.1125
12,12,Bangladesh,69.475,118.25,151.75,0.01,92.44515050167225,139.03214720795077,11.925,199.25,92.75,2.7925,92.0,0.1,593.740997125,147550910.0,14.85,15.4,0.5205,8.825
13,13,Barbados,74.35625,77.625,0.0,7.975767793062201,83.98628762541806,0.0,23.903561444249668,0.0,80.3125,6.11012706043956,89.9375,0.25625,12017.098529375,275000.0,3.95625,3.91875,0.7704375,14.89375
14,14,Belarus,70.06,208.9,0.5,12.659228468899522,93.4,22.3,23.903561444249668,0.8,93.7,6.086203296703297,88.9,0.1,4350.6515746,9615054.0,2.18,2.3,0.7501,14.84
15,15,Belgium,83.7,76.33333333333333,0.0,8.787428229665073,98.0,65.0,23.903561444249668,1.0,99.0,3.014010989010989,99.0,0.10000000000000002,4494.277723333334,11195086.0,0.9666666666666667,0.9333333333333332,0.89,16.366666666666667
16,16,Belize,69.4,143.75,0.0,5.885285586124402,93.0,0.0,30.549999999999997,0.0,95.0,5.232754120879121,94.875,0.3625,4235.3533262500005,310482.0,3.55,3.4875,0.6946249999999999,12.4875
17,17,Benin,56.81428571428571,278.0,25.0,1.2314285714285715,58.82580028666985,139.03214720795077,18.228571428571428,39.285714285714285,77.0,4.541428571428571,66.71428571428571,1.9142857142857144,342.4161271857143,8101633.0,8.628571428571428,8.514285714285714,0.42757142857142855,8.342857142857143
18,18,Bhutan,66.80909090909091,241.0,0.6363636363636364,0.6238440626359286,95.81818181818181,43.72727272727273,17.818181818181817,0.9090909090909091,95.72727272727273,5.158366633366634,95.27272727272727,0.3909090909090909,1476.2831934454543,703321.0,16.963636363636365,17.654545454545453,0.21545454545454545,10.618181818181817
19,19,Bolivia,67.70625,177.5,10.75,3.293267793062201,82.875,7.625,23.903561444249668,14.0,81.6875,5.6451270604395605,87.375,0.15625,3000.0,11000000.0,1.3,1.1875,0.63375,13.9625
20,20,Bosnia and Herzegovina,75.9625,75.0,0.0,4.511535586124402,59.695150501672245,222.5,23.903561444249668,0.0,77.625,8.330254120879122,77.375,0.1,1781.557289875,3730784.0,2.8125,2.775,0.447625,12.8375
21,21,Botswana,54.7375,494.875,2.0,5.3125,92.0,25.625,30.05,3.125,96.25,5.60125,96.125,18.025,4778.9695085,1910525.0,8.3625,9.325,0.619375,12.0625
22,22,Brazil,73.28571428571429,142.57142857142858,73.85714285714286,7.208571428571429,96.85714285714286,22.142857142857142,23.903561444249668,83.85714285714286,98.85714285714286,8.004285714285714,98.85714285714286,0.1,5877.768392571429,188543501.0,3.1285714285714286,3.085714285714286,0.7027142857142856,14.042857142857143
23,23,Brunei Darussalam,76.4875,67.0625,0.0,0.637017793062201,97.875,7.3125,29.718750000000004,0.0,97.5,3.0145020604395603,96.8125,0.1,19744.808101875,400000.0,6.2,5.675,0.839375,14.10625
24,24,Bulgaria,72.97500000000001,127.91666666666667,0.9166666666666666,10.369357057416268,94.5,139.03214720795077,23.903561444249668,1.0,94.08333333333333,7.130169413919414,93.75,0.10000000000000002,5165.480436,6915162.0,2.1083333333333334,2.1333333333333333,0.7579166666666667,13.799999999999999
25,25,Burkina Faso,55.98333333333333,255.83333333333334,44.833333333333336,3.855,72.42686733556299,139.03214720795077,15.416666666666666,80.33333333333333,71.83333333333333,5.683333333333334,70.0,1.9000000000000001,384.8665350833333,14545884.0,6.699999999999999,6.266666666666667,0.242,5.383333333333333
26,26,Burundi,53.1125,332.125,24.0,5.3175,87.66772575250836,280.25,14.025,37.375,81.125,6.61875,87.125,4.35,111.4945458,7335428.0,8.325,8.35,0.286875,5.675
27,27,Côte d'Ivoire,50.3875,417.3125,61.5,2.942017793062201,65.11128762541806,139.03214720795077,21.325,86.8125,65.9375,5.73637706043956,68.9375,4.6875,1900.0,23000000.0,6.7375,6.69375,0.5,12.188564621798688
28,28,Cabo Verde,72.47777777777777,114.0,0.0,3.409142743221691,93.97562244518765,0.0,23.6,0.0,95.33333333333333,4.828003663003663,86.11111111111111,0.5,2280.1666827777776,492711.0,7.844444444444444,7.811111111111111,0.609,12.222222222222221
29,29,Cambodia,64.025,179.25,17.375,1.8915355861244019,75.16772575250836,139.03214720795077,15.162500000000001,21.625,66.625,5.575254120879121,66.875,1.1125,502.283077175,13702972.0,10.175,10.35,0.48525,9.675
30,30,Cameroon,53.762499999999996,341.25,55.625,4.256535586124402,74.04272575250836,139.03214720795077,22.1125,87.5,74.875,4.940254120879121,67.75,6.4125,545.7032859,18459714.0,6.675,6.725,0.46525,8.5375
31,31,Canada,83.36,70.4,2.0,8.26,38.8,135.6,23.903561444249668,2.0,73.8,5.0840000000000005,91.8,0.1,29774.494413999997,34092457.0,0.5,0.44000000000000006,0.9019999999999999,15.86
32,32,Central African Republic,49.457142857142856,336.2857142857143,16.285714285714285,1.1242857142857143,58.6202580028667,765.4285714285714,14.571428571428571,24.142857142857142,41.57142857142857,4.071428571428571,41.57142857142857,8.200000000000001,377.43714555714286,4288823.0,6.642857142857143,6.614285714285715,0.342,6.385714285714285
33,33,Chad,51.5,371.75,46.0,0.41500000000000004,31.5,139.03214720795077,17.7,78.75,24.25,3.2824999999999998,32.0,3.65,757.784759825,12531385.0,9.125,9.0,0.37125,6.825
34,34,Chile,79.49285714285715,60.07142857142857,2.0,6.775163192071086,84.06450071667463,1.2142857142857142,23.903561444249668,2.2142857142857144,88.35714285714286,6.833716640502354,94.35714285714286,0.1,5442.159551214286,16528122.0,0.8928571428571429,0.9142857142857144,0.8003571428571429,14.87857142857143
35,35,China,74.2625,73.75,294.875,4.202642793062201,80.4375,139.03214720795077,21.80625,350.0,93.6875,4.98137706043956,93.3125,0.1,2345.3031576875,1200000000.0,4.6375,4.025,0.66025,11.4375
36,36,Colombia,73.49090909090908,122.81818181818181,13.545454545454545,4.419298608090474,83.0,12.909090909090908,23.903561444249668,15.909090909090908,83.45454545454545,6.28563936063936,83.18181818181819,0.1,3181.036179181818,44873271.0,2.272727272727273,2.0545454545454547,0.6844545454545454,12.272727272727273
37,37,Comoros,61.0923076923077,240.15384615384616,1.6923076923076923,0.4801757453073243,76.64167738615899,76.84615384615384,18.823076923076925,2.0,64.61538461538461,4.682464074387151,63.53846153846154,0.26153846153846155,642.2530303538462,643620.0,7.3307692307692305,7.230769230769231,0.2896923076923077,9.830769230769231
38,38,Congo,59.04375,322.75,7.875,2.319517793062201,64.77901337792642,139.03214720795077,20.925,11.6875,52.4375,3.1707520604395603,55.25,4.9875,480.0,78000000.0,8.4875,8.125,0.5283125,10.0875
39,39,Cook Islands,70.03098039215686,160.63305322128852,0.0,0.01,98.0,0.0,23.903561444249668,0.0,98.0,3.58,98.0,0.1,17000.0,17000.0,0.1,0.1,0.6447059168131224,12.188564621798688
40,40,Costa Rica,78.5625,72.375,1.0,3.97875,68.75,0.375,23.903561444249668,1.0,59.5,8.43625,89.375,0.1,3271.1935876250004,4320685.0,2.025,1.9625,0.7318749999999999,12.65
41,41,Croatia,77.3,56.0,0.0,12.030000000000001,96.5,2.25,23.903561444249668,0.0,96.0,7.92,96.0,0.1,10408.485175,4294854.0,1.525,1.525,0.81375,14.7
42,42,Cuba,77.975,57.5625,1.0,4.2107677930622005,96.25,0.0,23.903561444249668,1.0,98.6875,6.39762706043956,93.9375,0.1,3180.4348844375,11000000.0,3.44375,3.26875,0.742125,14.69375
43,43,Cyprus,79.14,50.4,0.0,10.318,91.4,0.0,23.903561444249668,0.0,98.2,6.744,98.2,0.1,13674.09196,1036509.0,0.9,1.0,0.8230000000000001,13.12
44,44,Czechia,76.76875,71.8125,0.0,12.493892793062201,95.47257525083612,22.9375,23.903561444249668,0.0,98.0,6.98012706043956,98.125,0.1,17000.0,10000000.0,1.99375,2.0625,0.8,12.188564621798688
45,45,Democratic People's Republic of Korea,69.19375,160.8125,9.9375,3.094517793062201,87.70886287625419,222.5625,25.625,12.8125,98.25,5.932032967032967,83.25,0.1,645.0,25000000.0,5.4375,5.45,0.6447059168131224,12.188564621798688
46,46,Denmark,79.54166666666667,65.25,0.0,10.1476903907496,82.78060200668897,13.5,23.903561444249668,0.0,86.41666666666667,7.562669413919413,86.41666666666667,0.10000000000000002,29849.261996666668,5497270.0,1.1666666666666667,0.9333333333333332,0.9005833333333334,17.383333333333333
47,47,Djibouti,60.50833333333333,287.9166666666667,1.4166666666666667,1.069357057416268,83.49191750278708,135.83333333333334,29.25,1.8333333333333333,73.75,6.803502747252748,74.08333333333333,3.1750000000000003,928.0749582916666,824654.0,5.8500000000000005,5.691666666666666,0.42083333333333334,4.8500000000000005
48,48,Dominican Republic,71.84285714285714,154.57142857142858,6.714285714285714,6.159999999999999,65.57142857142857,52.285714285714285,23.903561444249668,8.285714285714286,80.0,4.984285714285714,82.57142857142857,1.9000000000000001,3015.065716714286,9195240.0,3.5714285714285716,3.4714285714285715,0.6719999999999999,12.542857142857143
49,49,Ecuador,74.78888888888889,138.33333333333334,7.333333333333333,3.9424760765550237,80.22222222222223,36.888888888888886,23.903561444249668,8.666666666666666,78.55555555555556,5.552448107448107,88.66666666666667,0.16666666666666666,1954.8444745555555,14528706.0,1.3666666666666667,1.2555555555555555,0.7018888888888889,13.066666666666666
50,50,Egypt,71.5,170.625,56.25,0.458892793062201,96.6875,139.03214720795077,23.903561444249668,67.625,96.6875,5.38262706043956,96.6875,0.1,3000.0,97000000.0,3.125,3.075,0.647625,11.89375
51,51,El Salvador,71.72857142857143,143.0,2.4285714285714284,2.901754955570745,92.71428571428571,0.0,23.903561444249668,2.7142857142857144,92.71428571428571,6.988861852433281,92.85714285714286,0.2857142857142857,3363.242779,6136568.0,1.7571428571428573,1.6857142857142857,0.6547142857142857,12.657142857142857
52,52,Equatorial Guinea,58.05,32.0,3.0,2.2611423444976078,9.0,631.5,24.25,4.0,20.5,4.866016483516484,9.0,4.300000000000001,769.95495,1152406.0,8.45,8.350000000000001,0.582,9.2
53,53,Eritrea,60.583333333333336,337.3333333333333,6.666666666666667,0.7266666666666667,88.13010033444816,186.5,13.766666666666666,9.666666666666666,93.16666666666667,3.6283333333333334,78.5,1.6666666666666667,233.5466428166667,3849103.0,8.083333333333334,8.083333333333334,0.13516666666666668,4.816666666666666
54,54,Estonia,76.21111111111111,160.77777777777777,0.0,5.065555555555555,91.50680044593088,2.6666666666666665,23.903561444249668,0.0,94.0,5.9511111111111115,94.0,0.1,10221.947864444444,1343171.0,2.0555555555555554,2.0999999999999996,0.8255555555555555,15.944444444444445
55,55,Ethiopia,59.5875,300.125,188.5,1.06625,71.79272575250836,139.03214720795077,14.8375,289.5,47.75,4.72375,50.25,2.675,256.4938672375,82609320.0,7.8,5.3625,0.3305,6.7875
56,56,Fiji,68.55833333333334,146.33333333333334,0.0,1.8526903907496013,98.83333333333333,66.66666666666667,23.903561444249668,0.0,96.5,3.9493360805860807,89.25,0.10000000000000002,2869.39035475,838132.0,4.125,3.8249999999999997,0.6995,14.008333333333333
57,57,Finland,82.12,78.3,0.0,9.131228468899522,82.78060200668897,4.3,23.903561444249668,0.0,97.9,8.720203296703296,98.3,0.1,20822.374537999996,5369232.0,0.9,0.8,0.8798,17.130000000000003
58,58,France,81.53333333333333,76.5,3.0,12.546666666666667,47.833333333333336,139.03214720795077,23.903561444249668,3.6666666666666665,98.0,6.22,98.0,0.10000000000000002,28496.556971666665,63679630.0,0.6166666666666666,0.6,0.8671666666666668,15.816666666666668
59,59,Gabon,62.04,204.1,2.0,7.622,70.43418060200669,539.4,32.089999999999996,3.0,56.2,3.186,58.7,7.959999999999999,5216.935130399999,1532853.0,6.94,6.8,0.6536000000000001,12.4
60,60,Gambia,59.4625,249.625,3.0,2.283267793062201,95.375,41.25,20.3,5.6875,92.75,5.34762706043956,88.5,2.34375,600.0,2000000.0,7.5875,7.50625,0.4201875,8.125
61,61,Georgia,73.50625000000001,114.9375,1.1875,5.553892793062201,77.25,139.03214720795077,23.903561444249668,1.25,81.1875,7.243252060439561,83.5,0.1,2158.28086928125,10000000.0,2.75,2.89375,0.6779375,12.675
62,62,Germany,79.25714285714285,73.0,2.857142857142857,10.867469241285031,64.57142857142857,139.03214720795077,23.903561444249668,3.4285714285714284,95.28571428571429,2.0202904238618524,95.14285714285714,0.1,26244.090812857143,82310207.0,1.1285714285714286,1.1,0.8852857142857143,16.485714285714288
63,63,Ghana,60.25714285714286,196.57142857142858,39.714285714285715,1.581754955570745,65.82580028666986,139.03214720795077,22.17142857142857,58.42857142857143,77.57142857142857,4.324576138147567,76.57142857142857,1.957142857142857,1058.3349930857144,23855734.0,7.428571428571429,7.357142857142857,0.5355714285714285,9.928571428571429
64,64,Greece,83.0,76.0,0.0,9.0,95.0,149.0,23.903561444249668,0.0,99.0,9.18,99.0,0.1,26917.75898,11121341.0,0.8,0.7,0.859,16.4
65,65,Grenada,73.29375,153.75,0.0,8.572642793062201,94.67378762541806,0.0,23.903561444249668,0.0,95.125,6.17262706043956,95.625,0.1,6259.5172613125005,100000.0,3.9187499999999997,3.93125,0.2331875,15.20625
66,66,Guatemala,70.68333333333334,164.5,12.166666666666666,2.568714114832536,80.92686733556299,0.0,39.483333333333334,15.0,68.66666666666667,6.373672161172162,80.66666666666667,0.38333333333333336,2948.8542411666663,14573832.0,1.2833333333333332,1.2833333333333332,0.5968333333333333,10.066666666666666
67,67,Guinea,55.48333333333333,314.8333333333333,31.5,0.12833333333333333,76.02040133779265,139.03214720795077,19.266666666666666,49.5,57.666666666666664,4.051666666666667,49.833333333333336,2.3666666666666667,179.21286793333334,10081290.0,7.483333333333333,7.466666666666668,0.3591666666666667,6.883333333333333
68,68,Guinea-Bissau,55.42999999999999,156.1,4.5,2.021,76.89030100334449,42.6,19.89,7.3,74.3,5.811,65.9,4.7,356.8226048,1482187.0,6.82,6.7,0.2843,8.26
69,69,Guyana,65.72999999999999,228.6,0.6,7.189228468899522,84.9,0.0,33.55,1.0,85.2,6.237203296703297,84.9,1.2,1428.1689554,752600.0,5.6899999999999995,5.4799999999999995,0.6187,10.74
70,70,Haiti,55.78333333333333,175.16666666666666,19.0,6.1499999999999995,82.78060200668897,26.5,32.21666666666667,30.5,58.0,6.081666666666667,55.0,3.8833333333333333,467.12114038333334,9196589.0,4.416666666666667,4.45,0.452,8.183333333333334
71,71,Honduras,72.74,134.6,4.8,3.0100000000000002,94.6,0.0,36.879999999999995,5.8,94.0,7.981999999999999,95.2,0.9199999999999999,1428.5766724,7622532.0,2.46,2.38,0.5858000000000001,10.82
72,72,Hungary,75.19999999999999,76.0,0.0,5.76,82.78060200668897,2.5,23.903561444249668,0.5,99.0,7.62,99.0,0.1,7783.42813,9919098.0,1.7,1.65,0.8274999999999999,15.600000000000001
73,73,Iceland,82.35555555555555,48.0,0.0,7.515555555555555,82.78060200668897,0.0,23.903561444249668,0.0,85.55555555555556,8.241111111111111,85.55555555555556,0.1,34046.32245555556,306375.0,0.9555555555555555,0.8999999999999999,0.8836666666666667,18.066666666666666
74,74,India,65.28,132.6,1391.4,1.7,21.0,139.03214720795077,14.580000000000002,1840.0,68.0,4.3340000000000005,68.4,0.27999999999999997,636.53646754,1181154541.0,27.080000000000002,27.939999999999998,0.5466,9.959999999999999
75,75,Indonesia,67.87142857142858,163.71428571428572,139.57142857142858,0.7074692412850309,77.71428571428571,139.03214720795077,20.5,172.14285714285714,60.142857142857146,3.2431475667189953,77.28571428571429,0.24285714285714285,2407.177123285714,242494807.0,1.6142857142857143,1.5142857142857142,0.6565714285714286,12.028571428571428
76,76,Iran,73.85625,107.0,25.1875,0.297017793062201,97.75,139.03214720795077,23.903561444249668,29.6875,98.25,6.26762706043956,98.375,0.1,5000.0,80000000.0,7.76875,7.95625,0.715,12.65625
77,77,Iraq,70.49,142.3,31.1,0.5522284688995216,64.4,139.03214720795077,23.903561444249668,37.9,52.9,5.084813186813188,63.9,0.1,6482.835293393004,28786333.0,5.43,5.18,0.6315999999999999,9.75
78,78,Ireland,80.13076923076923,70.38461538461539,0.0,11.927098822230402,87.48037046565476,155.0,23.903561444249668,0.0,85.3076923076923,7.65092561284869,85.3076923076923,0.1,32227.092906923077,4362163.0,0.3,0.2153846153846154,0.8945384615384615,17.76923076923077
79,79,Israel,81.3,59.5,0.9375,2.623267793062201,97.4375,138.9375,23.903561444249668,1.0,94.25,7.382002060439561,89.0,0.1,18860.476015625,8000000.0,1.14375,1.1,0.8731875,15.7125
80,80,Italy,83.64285714285714,39.42857142857143,2.0,7.921428571428572,96.0,139.03214720795077,23.903561444249668,2.142857142857143,96.42857142857143,8.982857142857144,95.71428571428571,0.1,25133.99127857143,58688872.0,0.5,0.5142857142857143,0.8624285714285714,16.157142857142855
81,81,Jamaica,73.8875,155.25,1.0,3.711535586124402,84.19515050167225,0.125,23.903561444249668,1.0,95.875,5.092754120879121,95.0,1.625,2192.8588583749997,2751896.0,1.9,1.7625,0.7032499999999999,12.075
82,82,Japan,82.5375,57.125,2.875,6.882642793062201,82.78060200668897,139.03214720795077,25.60625,4.0,96.0,6.438877060439561,96.25,0.1,24892.544784375,127000000.0,1.8125,1.54375,0.8765625,14.975
83,83,Jordan,72.88333333333334,112.83333333333333,4.0,0.5291666666666667,97.0,31.0,23.903561444249668,4.0,97.08333333333333,8.85,97.16666666666667,0.10000000000000002,1905.0880253333332,6378899.0,3.875,3.8499999999999996,0.7289166666666667,13.316666666666668
84,84,Kazakhstan,67.1375,226.25,6.875,6.204035586124402,96.25,159.5,23.903561444249668,7.875,96.125,4.182754120879121,96.375,0.1,2967.62470125,16003932.0,2.475,2.5625,0.74175,13.875
85,85,Kenya,59.85,303.5,62.0,2.2170474481658693,90.46343366778149,139.03214720795077,13.15,90.16666666666667,88.83333333333333,5.123672161172162,77.0,5.916666666666667,946.7442412333334,41611079.0,8.183333333333334,8.033333333333333,0.5183333333333334,10.533333333333333
86,86,Kiribati,64.7,215.0,0.0,0.5740000000000001,67.6,0.0,23.903561444249668,0.0,86.0,8.668000000000001,68.4,0.1,849.8220328200001,90146.0,0.2,0.18,0.11479999999999999,11.540000000000001
87,87,Kuwait,73.84375,83.25,0.5,0.302017793062201,98.1875,15.375,23.903561444249668,1.0,98.1875,3.0045020604395605,98.5,0.1,31914.378339375,3500000.0,3.28125,3.15625,0.7895000000000001,13.725
88,88,Kyrgyzstan,69.08125,173.6875,3.75,2.407642793062201,85.5625,139.03214720795077,35.1125,4.125,95.875,6.1070020604395605,96.5625,0.1125,1000.0,5000000.0,3.35625,3.4125,0.6220625,12.3375
89,89,Lao People's Democratic Republic,62.38125,197.1875,10.625,3.568267793062201,64.52136287625419,552.75,14.3625,14.75,58.8125,3.5995020604395607,61.5,0.2,2000.0,6000000.0,6.275,6.38125,0.515625,9.23125
90,90,Latvia,74.1875,149.0,0.0,7.947785586124402,95.0,6.0,23.903561444249668,0.0,95.875,6.389004120879121,95.875,0.1,10834.1391875,2162317.0,2.375,2.4,0.803125,15.9375
91,91,Lebanon,74.0,60.44444444444444,1.0,2.1946982987772463,71.55555555555556,106.88888888888889,23.903561444249668,1.0,68.44444444444444,5.583559218559219,71.55555555555556,0.1,5024.2232517777775,4103147.0,4.777777777777778,4.711111111111111,0.33544444444444443,14.0
92,92,Lesotho,48.422222222222224,586.7777777777778,4.555555555555555,2.251364965443913,70.84013377926422,158.55555555555554,28.533333333333335,6.333333333333333,59.888888888888886,6.950225885225886,79.44444444444444,24.755555555555556,770.6788879999999,2002629.0,8.466666666666667,8.377777777777778,0.4567777777777777,10.577777777777778
93,93,Liberia,57.416666666666664,222.41666666666666,10.75,3.432690390749601,67.30696767001115,902.75,20.283333333333335,14.833333333333334,59.0,6.844336080586081,43.666666666666664,2.3249999999999997,229.70164759166667,3620599.0,7.866666666666667,7.791666666666667,0.38758333333333334,9.833333333333334
94,94,Libya,72.4875,139.6875,2.1875,0.291392793062201,96.3125,547.3125,23.903561444249668,2.5,96.5,3.8657520604395605,96.5,0.1,5677.962405870628,6000000.0,5.6,5.43125,0.7408125,14.79375
95,95,Lithuania,72.87777777777778,134.33333333333334,0.0,13.103333333333333,95.0,7.555555555555555,23.903561444249668,0.0,93.77777777777777,6.546666666666667,94.44444444444444,0.1,10824.728806555555,3189727.0,2.911111111111111,2.9555555555555557,0.8094444444444444,16.1
96,96,Luxembourg,80.8625,72.5,0.0,11.92625,92.75,1.75,23.903561444249668,0.0,97.875,7.57,99.0,0.1,50156.7448325,484742.0,0.95,0.9125000000000001,0.877375,13.5875
97,97,Madagascar,63.15,227.875,34.625,0.83125,63.5,139.03214720795077,17.0375,50.5,63.875,4.5912500000000005,66.0,0.5375,330.01692505,19857830.0,7.85,7.7625,0.4855,9.3625
98,98,Malawi,48.44285714285714,535.2857142857143,39.57142857142857,1.0142857142857142,89.36588628762543,95.57142857142857,16.228571428571428,63.57142857142857,88.71428571428571,6.152857142857143,77.71428571428571,18.614285714285717,263.10873328571427,13616283.0,7.285714285714286,7.1571428571428575,0.4028571428571429,10.228571428571428
99,99,Malaysia,73.66666666666667,93.33333333333333,3.1666666666666665,0.4666666666666666,95.66666666666667,735.8333333333334,27.88333333333333,4.0,95.66666666666667,3.638333333333333,95.66666666666667,0.10000000000000002,4061.637444,26562505.0,8.700000000000001,8.5,0.7438333333333333,12.616666666666667
100,100,Maldives,75.5375,83.1875,0.0,1.601392793062201,97.875,157.875,19.29375,0.0,97.875,8.092627060439561,97.875,0.1,3818.2969615625,400000.0,14.19375,14.2875,0.638625,12.0
101,101,Mali,55.06666666666666,153.16666666666666,56.166666666666664,0.36333333333333334,77.42686733556299,970.5,19.316666666666666,97.33333333333333,59.0,6.538333333333334,67.16666666666667,1.9000000000000001,525.3207655,13884972.0,6.3999999999999995,6.25,0.359,6.216666666666666
102,102,Malta,81.3625,61.5,0.0,6.996535586124402,78.84757525083612,2.125,23.903561444249668,0.0,94.0,8.739004120879121,94.0,0.1,10257.10259625,415670.0,0.775,0.725,0.82075,14.25
103,103,Marshall Islands,70.03098039215686,160.63305322128852,0.0,0.01,8.0,0.0,23.903561444249668,0.0,79.0,17.24,79.0,0.1,3617.752354,49000.0,0.1,0.1,0.6447059168131224,0.0
104,104,Mauritania,62.3,182.0,7.8,0.914456937799043,77.51224080267559,948.0,20.52,12.0,76.2,4.436406593406593,77.6,1.1800000000000002,648.07434144,3408605.0,5.7,5.46,0.47359999999999997,7.340000000000001
105,105,Mauritius,72.4875,165.0,0.0,2.7487500000000002,96.0,4.625,25.5875,0.0,96.25,4.45625,96.0,0.1,5599.522986,1231437.0,7.525,7.475,0.7175,13.3875
106,106,Mexico,76.06666666666666,87.33333333333333,35.0,5.263333333333333,91.0,0.0,23.903561444249668,40.666666666666664,92.0,6.203333333333333,92.0,0.10000000000000002,3730.5969210000003,117230419.0,1.6333333333333335,1.5999999999999999,0.741,12.566666666666668
107,107,Micronesia,68.2,154.0625,0.0,2.293267793062201,75.4375,8.75,23.903561444249668,0.0,82.375,10.73575206043956,81.875,0.1,2500.0,100000.0,0.21250000000000002,0.20625000000000002,0.5868125,10.4
108,108,Monaco,70.03098039215686,160.63305322128852,0.0,0.01,99.0,0.0,39.13757030371203,0.0,99.0,4.3,99.0,0.1,8917.36369723251,36000.0,4.752474690663666,4.71119235095613,0.6447059168131224,12.188564621798688
109,109,Mongolia,65.74166666666666,250.41666666666666,1.5833333333333333,2.276023724082935,97.41666666666667,139.03214720795077,23.903561444249668,2.0,97.5,5.371002747252747,97.5,0.10000000000000002,2011.2340952833335,2627198.0,2.308333333333333,2.4,0.6558333333333334,12.333333333333334
110,110,Montenegro,74.475,111.875,0.0,4.150571172248804,66.04272575250836,0.625,23.903561444249668,0.0,89.2077731092437,7.277754120879121,89.30042016806723,0.1,4990.89243675,616576.0,2.125,2.1625,0.67475,12.2375
111,111,Morocco,71.33,90.9,22.0,0.518,81.4,139.03214720795077,23.903561444249668,25.6,96.2,5.382,96.6,0.1,1779.217036,31221777.0,6.4799999999999995,6.34,0.5775,10.03
112,112,Mozambique,52.35,276.625,76.125,1.3512499999999998,69.875,139.03214720795077,19.225,109.875,74.25,6.00375,77.375,11.925,294.19007281250003,22209297.0,3.825,3.75,0.35325,7.725
